"Index Num","Country of Origin","Country of Origin-ISO2","Asylum Data",Year,Age,Sex,"Country of Asylum"
937,Afghanistan,AF,1655,2009,"From 14 to 15 years",Males,"European Union - 28 countries (2013-2020)"
938,Afghanistan,AF,1185,2010,"From 14 to 15 years",Males,"European Union - 28 countries (2013-2020)"
939,Afghanistan,AF,1600,2011,"From 14 to 15 years",Males,"European Union - 28 countries (2013-2020)"
940,Afghanistan,AF,1520,2012,"From 14 to 15 years",Males,"European Union - 28 countries (2013-2020)"
941,Afghanistan,AF,1000,2013,"From 14 to 15 years",Males,"European Union - 28 countries (2013-2020)"
942,Afghanistan,AF,2010,2014,"From 14 to 15 years",Males,"European Union - 28 countries (2013-2020)"
943,Afghanistan,AF,16510,2015,"From 14 to 15 years",Males,"European Union - 28 countries (2013-2020)"
944,Afghanistan,AF,6095,2016,"From 14 to 15 years",Males,"European Union - 28 countries (2013-2020)"
945,Afghanistan,AF,1300,2017,"From 14 to 15 years",Males,"European Union - 28 countries (2013-2020)"
946,Afghanistan,AF,820,2018,"From 14 to 15 years",Males,"European Union - 28 countries (2013-2020)"
947,Afghanistan,AF,1540,2019,"From 14 to 15 years",Males,"European Union - 28 countries (2013-2020)"
948,Afghanistan,AF,10,2008,"From 14 to 15 years",Males,Finland
949,Afghanistan,AF,15,2009,"From 14 to 15 years",Males,Finland
950,Afghanistan,AF,10,2010,"From 14 to 15 years",Males,Finland
951,Afghanistan,AF,10,2011,"From 14 to 15 years",Males,Finland
952,Afghanistan,AF,10,2012,"From 14 to 15 years",Males,Finland
953,Afghanistan,AF,5,2013,"From 14 to 15 years",Males,Finland
954,Afghanistan,AF,445,2015,"From 14 to 15 years",Males,Finland
955,Afghanistan,AF,20,2016,"From 14 to 15 years",Males,Finland
956,Afghanistan,AF,15,2017,"From 14 to 15 years",Males,Finland
957,Afghanistan,AF,5,2018,"From 14 to 15 years",Males,Finland
958,Afghanistan,AF,5,2015,"From 14 to 15 years",Males,France
959,Afghanistan,AF,30,2016,"From 14 to 15 years",Males,France
960,Afghanistan,AF,10,2017,"From 14 to 15 years",Males,France
961,Afghanistan,AF,15,2018,"From 14 to 15 years",Males,France
962,Afghanistan,AF,5,2012,"From 14 to 15 years",Males,Croatia
963,Afghanistan,AF,5,2013,"From 14 to 15 years",Males,Croatia
964,Afghanistan,AF,5,2014,"From 14 to 15 years",Males,Croatia
965,Afghanistan,AF,40,2016,"From 14 to 15 years",Males,Croatia
966,Afghanistan,AF,5,2017,"From 14 to 15 years",Males,Croatia
967,Afghanistan,AF,5,2018,"From 14 to 15 years",Males,Croatia
968,Afghanistan,AF,10,2019,"From 14 to 15 years",Males,Croatia
969,Afghanistan,AF,15,2008,"From 14 to 15 years",Males,Hungary
970,Afghanistan,AF,190,2009,"From 14 to 15 years",Males,Hungary
971,Afghanistan,AF,85,2010,"From 14 to 15 years",Males,Hungary
972,Afghanistan,AF,25,2011,"From 14 to 15 years",Males,Hungary
973,Afghanistan,AF,35,2012,"From 14 to 15 years",Males,Hungary
974,Afghanistan,AF,100,2013,"From 14 to 15 years",Males,Hungary
975,Afghanistan,AF,225,2014,"From 14 to 15 years",Males,Hungary
976,Afghanistan,AF,1585,2015,"From 14 to 15 years",Males,Hungary
977,Afghanistan,AF,300,2016,"From 14 to 15 years",Males,Hungary
978,Afghanistan,AF,70,2017,"From 14 to 15 years",Males,Hungary
979,Afghanistan,AF,15,2018,"From 14 to 15 years",Males,Hungary
980,Afghanistan,AF,5,2016,"From 14 to 15 years",Males,Ireland
981,Afghanistan,AF,15,2008,"From 14 to 15 years",Males,Italy
982,Afghanistan,AF,5,2009,"From 14 to 15 years",Males,Italy
983,Afghanistan,AF,10,2010,"From 14 to 15 years",Males,Italy
984,Afghanistan,AF,5,2011,"From 14 to 15 years",Males,Italy
985,Afghanistan,AF,5,2012,"From 14 to 15 years",Males,Italy
986,Afghanistan,AF,5,2013,"From 14 to 15 years",Males,Italy
987,Afghanistan,AF,5,2014,"From 14 to 15 years",Males,Italy
988,Afghanistan,AF,5,2015,"From 14 to 15 years",Males,Italy
989,Afghanistan,AF,5,2017,"From 14 to 15 years",Males,Italy
990,Afghanistan,AF,5,2018,"From 14 to 15 years",Males,Italy
991,Afghanistan,AF,5,2010,"From 14 to 15 years",Males,Lithuania
992,Afghanistan,AF,5,2010,"From 14 to 15 years",Males,Luxembourg
993,Afghanistan,AF,15,2015,"From 14 to 15 years",Males,Luxembourg
994,Afghanistan,AF,5,2016,"From 14 to 15 years",Males,Luxembourg
995,Afghanistan,AF,35,2008,"From 14 to 15 years",Males,Netherlands
996,Afghanistan,AF,95,2009,"From 14 to 15 years",Males,Netherlands
997,Afghanistan,AF,80,2010,"From 14 to 15 years",Males,Netherlands
998,Afghanistan,AF,65,2011,"From 14 to 15 years",Males,Netherlands
999,Afghanistan,AF,45,2012,"From 14 to 15 years",Males,Netherlands
1000,Afghanistan,AF,15,2013,"From 14 to 15 years",Males,Netherlands
1001,Afghanistan,AF,10,2014,"From 14 to 15 years",Males,Netherlands
1002,Afghanistan,AF,150,2015,"From 14 to 15 years",Males,Netherlands
1003,Afghanistan,AF,65,2016,"From 14 to 15 years",Males,Netherlands
1004,Afghanistan,AF,20,2017,"From 14 to 15 years",Males,Netherlands
1005,Afghanistan,AF,5,2018,"From 14 to 15 years",Males,Netherlands
1006,Afghanistan,AF,25,2019,"From 14 to 15 years",Males,Netherlands
1007,Afghanistan,AF,140,2008,"From 14 to 15 years",Males,Norway
1008,Afghanistan,AF,385,2009,"From 14 to 15 years",Males,Norway
1009,Afghanistan,AF,90,2010,"From 14 to 15 years",Males,Norway
1010,Afghanistan,AF,95,2011,"From 14 to 15 years",Males,Norway
1011,Afghanistan,AF,115,2012,"From 14 to 15 years",Males,Norway
1012,Afghanistan,AF,55,2013,"From 14 to 15 years",Males,Norway
1013,Afghanistan,AF,140,2014,"From 14 to 15 years",Males,Norway
1014,Afghanistan,AF,1400,2015,"From 14 to 15 years",Males,Norway
1015,Afghanistan,AF,65,2016,"From 14 to 15 years",Males,Norway
1016,Afghanistan,AF,15,2017,"From 14 to 15 years",Males,Norway
1017,Afghanistan,AF,15,2018,"From 14 to 15 years",Males,Norway
1018,Afghanistan,AF,20,2019,"From 14 to 15 years",Males,Norway
1019,Afghanistan,AF,5,2012,"From 14 to 15 years",Males,Poland
1020,Afghanistan,AF,5,2018,"From 14 to 15 years",Males,Poland
1021,Afghanistan,AF,5,2019,"From 14 to 15 years",Males,Poland
1022,Afghanistan,AF,5,2009,"From 14 to 15 years",Males,Romania
1023,Afghanistan,AF,5,2010,"From 14 to 15 years",Males,Romania
1024,Afghanistan,AF,5,2011,"From 14 to 15 years",Males,Romania
1025,Afghanistan,AF,5,2012,"From 14 to 15 years",Males,Romania
1026,Afghanistan,AF,20,2014,"From 14 to 15 years",Males,Romania
1027,Afghanistan,AF,15,2017,"From 14 to 15 years",Males,Romania
1028,Afghanistan,AF,15,2019,"From 14 to 15 years",Males,Romania
1029,Afghanistan,AF,155,2008,"From 14 to 15 years",Males,Sweden
1030,Afghanistan,AF,290,2009,"From 14 to 15 years",Males,Sweden
1031,Afghanistan,AF,365,2010,"From 14 to 15 years",Males,Sweden
1032,Afghanistan,AF,540,2011,"From 14 to 15 years",Males,Sweden
1033,Afghanistan,AF,620,2012,"From 14 to 15 years",Males,Sweden
1034,Afghanistan,AF,405,2013,"From 14 to 15 years",Males,Sweden
1035,Afghanistan,AF,605,2014,"From 14 to 15 years",Males,Sweden
1036,Afghanistan,AF,8905,2015,"From 14 to 15 years",Males,Sweden
1037,Afghanistan,AF,250,2016,"From 14 to 15 years",Males,Sweden
1038,Afghanistan,AF,40,2017,"From 14 to 15 years",Males,Sweden
1039,Afghanistan,AF,20,2018,"From 14 to 15 years",Males,Sweden
1040,Afghanistan,AF,20,2019,"From 14 to 15 years",Males,Sweden
1041,Afghanistan,AF,5,2008,"From 14 to 15 years",Males,Slovenia
1042,Afghanistan,AF,5,2009,"From 14 to 15 years",Males,Slovenia
1043,Afghanistan,AF,5,2010,"From 14 to 15 years",Males,Slovenia
1044,Afghanistan,AF,5,2011,"From 14 to 15 years",Males,Slovenia
1045,Afghanistan,AF,5,2012,"From 14 to 15 years",Males,Slovenia
1046,Afghanistan,AF,15,2014,"From 14 to 15 years",Males,Slovenia
1047,Afghanistan,AF,5,2015,"From 14 to 15 years",Males,Slovenia
1048,Afghanistan,AF,65,2016,"From 14 to 15 years",Males,Slovenia
1049,Afghanistan,AF,75,2017,"From 14 to 15 years",Males,Slovenia
1050,Afghanistan,AF,30,2018,"From 14 to 15 years",Males,Slovenia
1051,Afghanistan,AF,50,2019,"From 14 to 15 years",Males,Slovenia
1052,Afghanistan,AF,10,2008,"From 14 to 15 years",Males,Slovakia
1053,Afghanistan,AF,10,2019,"From 14 to 15 years",Males,Slovakia
1054,Afghanistan,AF,965,2008,"From 14 to 15 years",Males,Total
1055,Afghanistan,AF,1655,2009,"From 14 to 15 years",Males,Total
1056,Afghanistan,AF,1185,2010,"From 14 to 15 years",Males,Total
1057,Afghanistan,AF,1600,2011,"From 14 to 15 years",Males,Total
1058,Afghanistan,AF,1520,2012,"From 14 to 15 years",Males,Total
1059,Afghanistan,AF,1000,2013,"From 14 to 15 years",Males,Total
1060,Afghanistan,AF,2010,2014,"From 14 to 15 years",Males,Total
1061,Afghanistan,AF,16510,2015,"From 14 to 15 years",Males,Total
1062,Afghanistan,AF,6285,2016,"From 14 to 15 years",Males,Total
1063,Afghanistan,AF,1370,2017,"From 14 to 15 years",Males,Total
1064,Afghanistan,AF,860,2018,"From 14 to 15 years",Males,Total
1065,Afghanistan,AF,1620,2019,"From 14 to 15 years",Males,Total
1066,Afghanistan,AF,575,2008,"From 14 to 15 years",Males,"United Kingdom"
1067,Afghanistan,AF,570,2009,"From 14 to 15 years",Males,"United Kingdom"
1068,Afghanistan,AF,170,2010,"From 14 to 15 years",Males,"United Kingdom"
1069,Afghanistan,AF,150,2011,"From 14 to 15 years",Males,"United Kingdom"
1070,Afghanistan,AF,105,2012,"From 14 to 15 years",Males,"United Kingdom"
1071,Afghanistan,AF,45,2013,"From 14 to 15 years",Males,"United Kingdom"
1072,Afghanistan,AF,75,2014,"From 14 to 15 years",Males,"United Kingdom"
1073,Afghanistan,AF,265,2015,"From 14 to 15 years",Males,"United Kingdom"
1074,Afghanistan,AF,295,2016,"From 14 to 15 years",Males,"United Kingdom"
1075,Afghanistan,AF,90,2017,"From 14 to 15 years",Males,"United Kingdom"
1076,Afghanistan,AF,85,2018,"From 14 to 15 years",Males,"United Kingdom"
1077,Afghanistan,AF,205,2019,"From 14 to 15 years",Males,"United Kingdom"
1078,Afghanistan,AF,140,2008,"From 16 to 17 years",Males,Austria
1079,Afghanistan,AF,295,2009,"From 16 to 17 years",Males,Austria
1080,Afghanistan,AF,190,2010,"From 16 to 17 years",Males,Austria
1081,Afghanistan,AF,430,2011,"From 16 to 17 years",Males,Austria
1082,Afghanistan,AF,530,2012,"From 16 to 17 years",Males,Austria
1083,Afghanistan,AF,230,2013,"From 16 to 17 years",Males,Austria
1084,Afghanistan,AF,645,2014,"From 16 to 17 years",Males,Austria
1085,Afghanistan,AF,3265,2015,"From 16 to 17 years",Males,Austria
1086,Afghanistan,AF,1290,2016,"From 16 to 17 years",Males,Austria
1087,Afghanistan,AF,350,2017,"From 16 to 17 years",Males,Austria
1088,Afghanistan,AF,80,2018,"From 16 to 17 years",Males,Austria
1089,Afghanistan,AF,385,2019,"From 16 to 17 years",Males,Austria
1090,Afghanistan,AF,65,2008,"From 16 to 17 years",Males,Belgium
1091,Afghanistan,AF,105,2009,"From 16 to 17 years",Males,Belgium
1092,Afghanistan,AF,95,2010,"From 16 to 17 years",Males,Belgium
1093,Afghanistan,AF,235,2011,"From 16 to 17 years",Males,Belgium
1094,Afghanistan,AF,245,2012,"From 16 to 17 years",Males,Belgium
1095,Afghanistan,AF,65,2013,"From 16 to 17 years",Males,Belgium
1096,Afghanistan,AF,65,2014,"From 16 to 17 years",Males,Belgium
1097,Afghanistan,AF,475,2015,"From 16 to 17 years",Males,Belgium
1098,Afghanistan,AF,175,2016,"From 16 to 17 years",Males,Belgium
1099,Afghanistan,AF,135,2017,"From 16 to 17 years",Males,Belgium
1100,Afghanistan,AF,135,2018,"From 16 to 17 years",Males,Belgium
1101,Afghanistan,AF,255,2019,"From 16 to 17 years",Males,Belgium
1102,Afghanistan,AF,5,2008,"From 16 to 17 years",Males,Bulgaria
1103,Afghanistan,AF,5,2009,"From 16 to 17 years",Males,Bulgaria
1104,Afghanistan,AF,15,2012,"From 16 to 17 years",Males,Bulgaria
1105,Afghanistan,AF,20,2013,"From 16 to 17 years",Males,Bulgaria
1106,Afghanistan,AF,380,2014,"From 16 to 17 years",Males,Bulgaria
1107,Afghanistan,AF,475,2015,"From 16 to 17 years",Males,Bulgaria
1108,Afghanistan,AF,985,2016,"From 16 to 17 years",Males,Bulgaria
1109,Afghanistan,AF,135,2017,"From 16 to 17 years",Males,Bulgaria
1110,Afghanistan,AF,240,2018,"From 16 to 17 years",Males,Bulgaria
1111,Afghanistan,AF,215,2019,"From 16 to 17 years",Males,Bulgaria
1112,Afghanistan,AF,10,2008,"From 16 to 17 years",Males,Switzerland
1113,Afghanistan,AF,15,2009,"From 16 to 17 years",Males,Switzerland
1114,Afghanistan,AF,20,2010,"From 16 to 17 years",Males,Switzerland
1115,Afghanistan,AF,20,2011,"From 16 to 17 years",Males,Switzerland
1116,Afghanistan,AF,25,2012,"From 16 to 17 years",Males,Switzerland
1117,Afghanistan,AF,20,2013,"From 16 to 17 years",Males,Switzerland
1118,Afghanistan,AF,25,2014,"From 16 to 17 years",Males,Switzerland
1119,Afghanistan,AF,460,2015,"From 16 to 17 years",Males,Switzerland
1120,Afghanistan,AF,140,2016,"From 16 to 17 years",Males,Switzerland
1121,Afghanistan,AF,45,2017,"From 16 to 17 years",Males,Switzerland
1122,Afghanistan,AF,40,2018,"From 16 to 17 years",Males,Switzerland
1123,Afghanistan,AF,85,2019,"From 16 to 17 years",Males,Switzerland
1124,Afghanistan,AF,10,2010,"From 16 to 17 years",Males,Cyprus
1125,Afghanistan,AF,5,2011,"From 16 to 17 years",Males,Czechia
1126,Afghanistan,AF,5,2015,"From 16 to 17 years",Males,Czechia
1127,Afghanistan,AF,5,2019,"From 16 to 17 years",Males,Czechia
1128,Afghanistan,AF,35,2008,"From 16 to 17 years",Males,"Germany (until 1990 former territory of the FRG)"
1129,Afghanistan,AF,225,2009,"From 16 to 17 years",Males,"Germany (until 1990 former territory of the FRG)"
1130,Afghanistan,AF,520,2010,"From 16 to 17 years",Males,"Germany (until 1990 former territory of the FRG)"
1131,Afghanistan,AF,635,2011,"From 16 to 17 years",Males,"Germany (until 1990 former territory of the FRG)"
1132,Afghanistan,AF,610,2012,"From 16 to 17 years",Males,"Germany (until 1990 former territory of the FRG)"
1133,Afghanistan,AF,435,2013,"From 16 to 17 years",Males,"Germany (until 1990 former territory of the FRG)"
1134,Afghanistan,AF,715,2014,"From 16 to 17 years",Males,"Germany (until 1990 former territory of the FRG)"
1135,Afghanistan,AF,5105,2015,"From 16 to 17 years",Males,"Germany (until 1990 former territory of the FRG)"
1136,Afghanistan,AF,10605,2016,"From 16 to 17 years",Males,"Germany (until 1990 former territory of the FRG)"
1137,Afghanistan,AF,1615,2017,"From 16 to 17 years",Males,"Germany (until 1990 former territory of the FRG)"
1138,Afghanistan,AF,490,2018,"From 16 to 17 years",Males,"Germany (until 1990 former territory of the FRG)"
1139,Afghanistan,AF,295,2019,"From 16 to 17 years",Males,"Germany (until 1990 former territory of the FRG)"
1140,Afghanistan,AF,225,2009,"From 16 to 17 years",Males,Denmark
1141,Afghanistan,AF,180,2010,"From 16 to 17 years",Males,Denmark
1142,Afghanistan,AF,95,2011,"From 16 to 17 years",Males,Denmark
1143,Afghanistan,AF,45,2012,"From 16 to 17 years",Males,Denmark
1144,Afghanistan,AF,25,2013,"From 16 to 17 years",Males,Denmark
1145,Afghanistan,AF,30,2014,"From 16 to 17 years",Males,Denmark
1146,Afghanistan,AF,430,2015,"From 16 to 17 years",Males,Denmark
1147,Afghanistan,AF,195,2016,"From 16 to 17 years",Males,Denmark
1148,Afghanistan,AF,25,2017,"From 16 to 17 years",Males,Denmark
1149,Afghanistan,AF,10,2018,"From 16 to 17 years",Males,Denmark
1150,Afghanistan,AF,10,2019,"From 16 to 17 years",Males,Denmark
1151,Afghanistan,AF,55,2008,"From 16 to 17 years",Males,Greece
1152,Afghanistan,AF,5,2009,"From 16 to 17 years",Males,Greece
1153,Afghanistan,AF,10,2010,"From 16 to 17 years",Males,Greece
1154,Afghanistan,AF,15,2011,"From 16 to 17 years",Males,Greece
1155,Afghanistan,AF,20,2012,"From 16 to 17 years",Males,Greece
1156,Afghanistan,AF,120,2013,"From 16 to 17 years",Males,Greece
1157,Afghanistan,AF,120,2014,"From 16 to 17 years",Males,Greece
1158,Afghanistan,AF,80,2015,"From 16 to 17 years",Males,Greece
1159,Afghanistan,AF,210,2016,"From 16 to 17 years",Males,Greece
1160,Afghanistan,AF,305,2017,"From 16 to 17 years",Males,Greece
1161,Afghanistan,AF,440,2018,"From 16 to 17 years",Males,Greece
1162,Afghanistan,AF,640,2019,"From 16 to 17 years",Males,Greece
1163,Afghanistan,AF,5,2015,"From 16 to 17 years",Males,Spain
1164,Afghanistan,AF,5,2018,"From 16 to 17 years",Males,Spain
1165,Afghanistan,AF,760,2008,"From 16 to 17 years",Males,"European Union - 27 countries (from 2020)"
1166,Afghanistan,AF,1710,2009,"From 16 to 17 years",Males,"European Union - 27 countries (from 2020)"
1167,Afghanistan,AF,2045,2010,"From 16 to 17 years",Males,"European Union - 27 countries (from 2020)"
1168,Afghanistan,AF,2765,2011,"From 16 to 17 years",Males,"European Union - 27 countries (from 2020)"
1169,Afghanistan,AF,2865,2012,"From 16 to 17 years",Males,"European Union - 27 countries (from 2020)"
1170,Afghanistan,AF,1810,2013,"From 16 to 17 years",Males,"European Union - 27 countries (from 2020)"
1171,Afghanistan,AF,2980,2014,"From 16 to 17 years",Males,"European Union - 27 countries (from 2020)"
1172,Afghanistan,AF,24745,2015,"From 16 to 17 years",Males,"European Union - 27 countries (from 2020)"
1173,Afghanistan,AF,14600,2016,"From 16 to 17 years",Males,"European Union - 27 countries (from 2020)"
1174,Afghanistan,AF,3180,2017,"From 16 to 17 years",Males,"European Union - 27 countries (from 2020)"
1175,Afghanistan,AF,1870,2018,"From 16 to 17 years",Males,"European Union - 27 countries (from 2020)"
1176,Afghanistan,AF,2090,2019,"From 16 to 17 years",Males,"European Union - 27 countries (from 2020)"
1177,Afghanistan,AF,1475,2008,"From 16 to 17 years",Males,"European Union - 28 countries (2013-2020)"
1178,Afghanistan,AF,2170,2009,"From 16 to 17 years",Males,"European Union - 28 countries (2013-2020)"
1179,Afghanistan,AF,2260,2010,"From 16 to 17 years",Males,"European Union - 28 countries (2013-2020)"
1180,Afghanistan,AF,2890,2011,"From 16 to 17 years",Males,"European Union - 28 countries (2013-2020)"
1181,Afghanistan,AF,2930,2012,"From 16 to 17 years",Males,"European Union - 28 countries (2013-2020)"
1182,Afghanistan,AF,1880,2013,"From 16 to 17 years",Males,"European Union - 28 countries (2013-2020)"
1183,Afghanistan,AF,3035,2014,"From 16 to 17 years",Males,"European Union - 28 countries (2013-2020)"
1184,Afghanistan,AF,24975,2015,"From 16 to 17 years",Males,"European Union - 28 countries (2013-2020)"
1185,Afghanistan,AF,14865,2016,"From 16 to 17 years",Males,"European Union - 28 countries (2013-2020)"
1186,Afghanistan,AF,3255,2017,"From 16 to 17 years",Males,"European Union - 28 countries (2013-2020)"
1187,Afghanistan,AF,1975,2018,"From 16 to 17 years",Males,"European Union - 28 countries (2013-2020)"
1188,Afghanistan,AF,2250,2019,"From 16 to 17 years",Males,"European Union - 28 countries (2013-2020)"
1189,Afghanistan,AF,45,2008,"From 16 to 17 years",Males,Finland
1190,Afghanistan,AF,60,2009,"From 16 to 17 years",Males,Finland
1191,Afghanistan,AF,20,2010,"From 16 to 17 years",Males,Finland
1192,Afghanistan,AF,5,2011,"From 16 to 17 years",Males,Finland
1193,Afghanistan,AF,15,2012,"From 16 to 17 years",Males,Finland
1194,Afghanistan,AF,10,2013,"From 16 to 17 years",Males,Finland
1195,Afghanistan,AF,1175,2015,"From 16 to 17 years",Males,Finland
1196,Afghanistan,AF,40,2016,"From 16 to 17 years",Males,Finland
1197,Afghanistan,AF,15,2017,"From 16 to 17 years",Males,Finland
1198,Afghanistan,AF,10,2018,"From 16 to 17 years",Males,Finland
1199,Afghanistan,AF,10,2019,"From 16 to 17 years",Males,Finland
1200,Afghanistan,AF,15,2008,"From 16 to 17 years",Males,France
1201,Afghanistan,AF,40,2009,"From 16 to 17 years",Males,France
1202,Afghanistan,AF,75,2010,"From 16 to 17 years",Males,France
1203,Afghanistan,AF,80,2011,"From 16 to 17 years",Males,France
1204,Afghanistan,AF,35,2012,"From 16 to 17 years",Males,France
1205,Afghanistan,AF,25,2013,"From 16 to 17 years",Males,France
1206,Afghanistan,AF,25,2014,"From 16 to 17 years",Males,France
1207,Afghanistan,AF,40,2015,"From 16 to 17 years",Males,France
1208,Afghanistan,AF,85,2016,"From 16 to 17 years",Males,France
1209,Afghanistan,AF,165,2017,"From 16 to 17 years",Males,France
1210,Afghanistan,AF,235,2018,"From 16 to 17 years",Males,France
1211,Afghanistan,AF,30,2012,"From 16 to 17 years",Males,Croatia
1212,Afghanistan,AF,25,2013,"From 16 to 17 years",Males,Croatia
1213,Afghanistan,AF,70,2016,"From 16 to 17 years",Males,Croatia
1214,Afghanistan,AF,20,2017,"From 16 to 17 years",Males,Croatia
1215,Afghanistan,AF,65,2012,"From 16 to 17 years",Males,Hungary
1216,Afghanistan,AF,90,2013,"From 16 to 17 years",Males,Hungary
1217,Afghanistan,AF,200,2014,"From 16 to 17 years",Males,Hungary
1218,Afghanistan,AF,2135,2015,"From 16 to 17 years",Males,Hungary
1219,Afghanistan,AF,450,2016,"From 16 to 17 years",Males,Hungary
1220,Afghanistan,AF,50,2017,"From 16 to 17 years",Males,Hungary
1221,Afghanistan,AF,5,2018,"From 16 to 17 years",Males,Hungary
1222,Afghanistan,AF,5,2009,"From 16 to 17 years",Males,Ireland
1223,Afghanistan,AF,5,2011,"From 16 to 17 years",Males,Ireland
1224,Afghanistan,AF,10,2015,"From 16 to 17 years",Males,Ireland
1225,Afghanistan,AF,5,2016,"From 16 to 17 years",Males,Ireland
1226,Afghanistan,AF,5,2017,"From 16 to 17 years",Males,Ireland
1227,Afghanistan,AF,180,2008,"From 16 to 17 years",Males,Italy
1228,Afghanistan,AF,85,2009,"From 16 to 17 years",Males,Italy
1229,Afghanistan,AF,105,2010,"From 16 to 17 years",Males,Italy
1230,Afghanistan,AF,115,2011,"From 16 to 17 years",Males,Italy
1231,Afghanistan,AF,110,2012,"From 16 to 17 years",Males,Italy
1232,Afghanistan,AF,65,2013,"From 16 to 17 years",Males,Italy
1233,Afghanistan,AF,35,2014,"From 16 to 17 years",Males,Italy
1234,Afghanistan,AF,50,2015,"From 16 to 17 years",Males,Italy
1235,Afghanistan,AF,40,2016,"From 16 to 17 years",Males,Italy
1236,Afghanistan,AF,45,2017,"From 16 to 17 years",Males,Italy
1237,Afghanistan,AF,55,2018,"From 16 to 17 years",Males,Italy
1238,Afghanistan,AF,35,2019,"From 16 to 17 years",Males,Italy
1239,Afghanistan,AF,5,2011,"From 16 to 17 years",Males,Lithuania
1240,Afghanistan,AF,5,2011,"From 16 to 17 years",Males,Luxembourg
1241,Afghanistan,AF,25,2015,"From 16 to 17 years",Males,Luxembourg
1242,Afghanistan,AF,10,2016,"From 16 to 17 years",Males,Luxembourg
1243,Afghanistan,AF,5,2017,"From 16 to 17 years",Males,Luxembourg
1244,Afghanistan,AF,5,2019,"From 16 to 17 years",Males,Luxembourg
1245,Afghanistan,AF,5,2010,"From 16 to 17 years",Males,Latvia
1246,Afghanistan,AF,55,2008,"From 16 to 17 years",Males,Netherlands
1247,Afghanistan,AF,185,2009,"From 16 to 17 years",Males,Netherlands
1248,Afghanistan,AF,125,2010,"From 16 to 17 years",Males,Netherlands
1249,Afghanistan,AF,145,2011,"From 16 to 17 years",Males,Netherlands
1250,Afghanistan,AF,55,2012,"From 16 to 17 years",Males,Netherlands
1251,Afghanistan,AF,30,2013,"From 16 to 17 years",Males,Netherlands
1252,Afghanistan,AF,15,2014,"From 16 to 17 years",Males,Netherlands
1253,Afghanistan,AF,310,2015,"From 16 to 17 years",Males,Netherlands
1254,Afghanistan,AF,80,2016,"From 16 to 17 years",Males,Netherlands
1255,Afghanistan,AF,20,2017,"From 16 to 17 years",Males,Netherlands
1256,Afghanistan,AF,10,2018,"From 16 to 17 years",Males,Netherlands
1257,Afghanistan,AF,20,2019,"From 16 to 17 years",Males,Netherlands
1258,Afghanistan,AF,310,2008,"From 16 to 17 years",Males,Norway
1259,Afghanistan,AF,815,2009,"From 16 to 17 years",Males,Norway
1260,Afghanistan,AF,155,2010,"From 16 to 17 years",Males,Norway
1261,Afghanistan,AF,190,2011,"From 16 to 17 years",Males,Norway
1262,Afghanistan,AF,185,2012,"From 16 to 17 years",Males,Norway
1263,Afghanistan,AF,100,2013,"From 16 to 17 years",Males,Norway
1264,Afghanistan,AF,100,2014,"From 16 to 17 years",Males,Norway
1265,Afghanistan,AF,1325,2015,"From 16 to 17 years",Males,Norway
1266,Afghanistan,AF,20,2016,"From 16 to 17 years",Males,Norway
1267,Afghanistan,AF,10,2017,"From 16 to 17 years",Males,Norway
1268,Afghanistan,AF,5,2018,"From 16 to 17 years",Males,Norway
1269,Afghanistan,AF,10,2019,"From 16 to 17 years",Males,Norway
1270,Afghanistan,AF,5,2009,"From 16 to 17 years",Males,Poland
1271,Afghanistan,AF,5,2011,"From 16 to 17 years",Males,Poland
1272,Afghanistan,AF,5,2012,"From 16 to 17 years",Males,Poland
1273,Afghanistan,AF,5,2014,"From 16 to 17 years",Males,Poland
1274,Afghanistan,AF,5,2015,"From 16 to 17 years",Males,Poland
1275,Afghanistan,AF,5,2017,"From 16 to 17 years",Males,Poland
1276,Afghanistan,AF,10,2018,"From 16 to 17 years",Males,Poland
1277,Afghanistan,AF,10,2019,"From 16 to 17 years",Males,Poland
1278,Afghanistan,AF,5,2017,"From 16 to 17 years",Males,Portugal
1279,Afghanistan,AF,15,2009,"From 16 to 17 years",Males,Romania
1280,Afghanistan,AF,20,2010,"From 16 to 17 years",Males,Romania
1281,Afghanistan,AF,20,2011,"From 16 to 17 years",Males,Romania
1282,Afghanistan,AF,25,2012,"From 16 to 17 years",Males,Romania
1283,Afghanistan,AF,55,2014,"From 16 to 17 years",Males,Romania
1284,Afghanistan,AF,15,2015,"From 16 to 17 years",Males,Romania
1285,Afghanistan,AF,5,2016,"From 16 to 17 years",Males,Romania
1286,Afghanistan,AF,15,2017,"From 16 to 17 years",Males,Romania
1287,Afghanistan,AF,5,2018,"From 16 to 17 years",Males,Romania
1288,Afghanistan,AF,30,2019,"From 16 to 17 years",Males,Romania
1289,Afghanistan,AF,160,2008,"From 16 to 17 years",Males,Sweden
1290,Afghanistan,AF,440,2009,"From 16 to 17 years",Males,Sweden
1291,Afghanistan,AF,680,2010,"From 16 to 17 years",Males,Sweden
1292,Afghanistan,AF,930,2011,"From 16 to 17 years",Males,Sweden
1293,Afghanistan,AF,1035,2012,"From 16 to 17 years",Males,Sweden
1294,Afghanistan,AF,655,2013,"From 16 to 17 years",Males,Sweden
1295,Afghanistan,AF,655,2014,"From 16 to 17 years",Males,Sweden
1296,Afghanistan,AF,11130,2015,"From 16 to 17 years",Males,Sweden
